projectID,key,creationDate,resolutionDate,updateDate,dueDate,resolution,type,priority,fixVersions,versions,timeSpent,aggregatedTimeSpent,timeEstimate,timeOriginalEstimate,aggregateTimeEstimate,progressPercent,componentName,componentDescription,description,summary,watchCount,votes,labels,creatorName,creatorActive,assignee,reporter
accumulo,ACCUMULO-3083,2014-08-25T22:44:51.000+0000,,2014-08-27T23:08:25.000+0000,,,New Feature,Major,,,,,,,,,['master'],['master'],"I was thinking about balancing, in much the way that new container-based (yarn, mesos, etc) resource managers work.  The existing {{Balancers}} try to keep the number of tablets even over presumably homogeneous nodes.

But as clusters age and are improved and expanded in piecemeal, the hardware capabilities will drift apart.  Some nodes may be capable of handling more load than others.  We may even want some nodes to have a trivial number of tablets so the data they serve is always cached.

Tablet servers could advertise an attribute (or several).  Really, it would just be a name, like {{fatnode}} or {{metaonly}}.  These would then be used by the {{Balancer}} to favor or ignore tservers for balancing.
",capability balancing,3,,,ecn,True,,ecn
accumulo,ACCUMULO-2998,2014-07-16T16:06:58.000+0000,2014-07-16T18:55:47.000+0000,2015-05-18T19:40:37.000+0000,,Fixed,New Feature,Minor,['1.7.0'],,600,600,,,,100,"['client', 'master']","['client code', 'master']",It would be nice to wait for the balancer to run and find no work to do after creating a bunch of splits.,provide a mechanism to allow clients to wait for balance,4,,,ecn,True,ecn,ecn
accumulo,ACCUMULO-2883,2014-06-10T15:18:18.000+0000,2015-12-08T20:49:54.000+0000,2016-06-03T18:11:28.000+0000,,Fixed,New Feature,Major,['1.8.0'],,1200,1200,,,,100,['client'],['client code'],"TabletLocator already exists, but isn't officially a part of the ""public API"" and is clunky for users to invoke. In trying to co-locate external processes with the tabletservers that are hosting some data, it would be nice to have some means that users can invoke that will return them these assignments.

Memory concerns are an issue for tables with many splits (e.g. avoiding creating a Set of 100k tablet locations for a table), but we also want to provide the ability to ask pointed questions. Likely building something that accepts a Range (or Collection<Range>) would be best.",Add API method(s) that support fetching currently assigned locations for tablets,6,,,elserj,True,kturner,elserj
accumulo,ACCUMULO-2873,2014-06-09T13:28:17.000+0000,,2019-06-11T06:07:02.000+0000,,,New Feature,Major,,,,,,,,,,,"It would be very useful to have a utility that generates single line tablet info.  The output of this could be fed to sort, awk, grep, etc inorder to answer questions like which tablets have the most files.

The output could look something like the following

{noformat}
$accumulo admin listTablets --table bigTable3
#files #walogs #entries #size #status #location #tableid #endrow
6 2 40,001 50M ASSIGNED 10.1.9.9 4:9997[abc]  3 admin
3 1 50,002 40M ASSIGNED 10.1.9.9 5:9997[abc]  3 helpful
{noformat}

All of the information can be obtained by scanning the metadata table and looking into zookeeper.   Could possibly contact tablet servers to get info about entires in memory.

The order of the columns in the example above is arbitrary, except for end row.  Maybe end row column should come last because it can be of arbitrary length.  Also the end row could contain any character, could look into using a CSV library.   It would be nice to design the utility so that columns can be added in future versions w/o impacting current scripts that use the utility.",Create utility that generates single line tablet information,4,,['newbie'],kturner,True,,kturner
accumulo,ACCUMULO-2841,2014-05-23T18:20:26.000+0000,2014-09-12T20:10:38.000+0000,2016-06-03T17:57:07.000+0000,,Fixed,New Feature,Major,['1.7.0'],,1800,3600,,,,100,['client'],['client code'],"Application-level tags (tagName = tagValue) could be added to tables and namespaces, to allow applications to set application-level metadata about a namespace or table.

Use cases include management for billing, administrator notes, date created, last ingest time, stats, information about the table's schema... or anything else an application might wish to use tags for.

These tags could be stored in zookeeper, but are probably best stored in the metadata table (probably in a separate reserved area of the metadata table, ~tag) because they could be arbitrarily large and do not need to be persisted in memory.

This feature would include new APIs to manipulate table / namespace metadata. Considerations should be made to ensure users have appropriate permissions to add tags to an object.

This feature could be used to implement ACCUMULO-650.",Arbitrary namespace and table metadata tags,4,,"['metadata', 'newbie']",ctubbsii,True,hustjl22,ctubbsii
accumulo,ACCUMULO-2739,2014-04-25T21:59:54.000+0000,,2019-06-11T06:06:19.000+0000,,,New Feature,Major,,,,,,,,,['mini'],['the mini cluster'],"Two common griefs about MiniAccumuloCluster is that it's slow to start and it is difficult to debug things running inside of the Master or TabletServer (because they are in separate processes).

Running each Accumulo process inside of the parent process would likely increase startup speed and would make debugging much easier (as you wouldn't have to remote-attach the debugger anymore).

Such a MAC would likely also pave the way for easier migration away from MockAccumulo as both of the above complaints are some of the primary concerns for removing Mock with no replacemnt.",Create an In-Process MiniAccumuloCluster,4,,,elserj,True,,elserj
accumulo,ACCUMULO-2589,2014-03-28T19:38:15.000+0000,,2019-06-11T04:46:37.000+0000,,,New Feature,Major,,,1800,50400,,,,100,['client'],['client code'],"There are many issues with the current client API, and we've had a lot of lessons learned that could be incorporated into a new one.

Some of the issues this would address:

* questions like ""What is considered 'Public API'?""
* automated testing for incompatible API changes
* provide better support for alternative implementations of pluggable features
* distinguish between compile-time dependencies and runtime dependencies
* consistent exception handling
* consistent/symmetric getters/setters
* well-defined resource lifecycles
* better resource management
* simpler entry point to communicate with Accumulo
* better support for client-side configuration management
* logical layout of first class Accumulo objects in the API (Table, User, Scan, Connection)

Some of these goal may evolve during the development of this feature, and many previously identified issues can be moved to sub-tasks of this one. This ticket is intended to cover the overall feature, but the details will be handled in sub-tasks.",Create new client API,9,1,,ctubbsii,True,ctubbsii,ctubbsii
accumulo,ACCUMULO-2580,2014-03-28T02:31:41.000+0000,,2019-06-11T06:06:36.000+0000,,,New Feature,Major,,,,,,,,,['replication'],['replication'],"When a file import is requested, we also need to create a key to replicate so we know to replicate this file and not allow the GC to delete it.","Modify ""bulk ingest"" code path to create replication entries",1,,,elserj,True,,elserj
accumulo,ACCUMULO-2553,2014-03-26T01:42:57.000+0000,,2014-09-13T01:41:11.000+0000,,,New Feature,Minor,,,,,,,,,,,"This may not necessarily be something that would require changes in the AccumuloFileOutputFormat itself. Perhaps the ability to use it with Hadoop's MultipleOutputs is really the solution.

It would be useful if the user could specify multiple directories where RFiles should be placed and have a mechanism for populating the RFiles in the necessary directories based on a table name or group name. ",AccumuloFileOutputFormat should be able to support output for multiple tables.,4,,,sonixbp,True,sonixbp,sonixbp
accumulo,ACCUMULO-2518,2014-03-21T01:44:43.000+0000,2019-06-11T05:05:10.000+0000,2019-06-11T05:05:10.000+0000,,Won't Fix,New Feature,Minor,,,,,,,,,['client'],['client code'],"Many Apache projects (and other projects) are beginning to make packages that play nice with OSGi containers. The OSGi compendium http://www.osgi.org/Specifications/HomePage defines some constraints on how bundles should be packaged. For instance, service loading is not allowed in OSGi and packages shouldn't be split over different jars/bundles. It would be extremely useful if we could provide a ready-to-go bundle with solid documentation on how to deploy it.

Another notable feature would be to build a karaf-friendly features file where a user could more easily load in the required dependencies. Integrating the ""accumulo"" commands into the karaf client shell would be another good possiblity. ",Make accumulo-core OSGi friendly,2,,['proposal'],sonixbp,True,,sonixbp
accumulo,ACCUMULO-2439,2014-03-07T18:58:37.000+0000,2014-11-24T18:02:52.000+0000,2014-11-24T18:03:18.000+0000,,Won't Fix,New Feature,Minor,,['1.5.1'],,,,,,,['master'],['master'],"This patch adds a NOT ""!"" operator to ColumnVisibility.

The syntax is as follows:
!a
(!a)&(!b)
a&(!b)
a&(!(b|c))

Because of the nature of the current visibility parsing algorithm the additional parentheses are required.

In the shell, the ""\!"" requires escaping. This is due to how JLine parses the command and attempts to substitute ""!"" with history.",Add a NOT (!) operator to ColumnVisibility,3,,"['patch', 'security']",joeferner,True,,joeferner
accumulo,ACCUMULO-2413,2014-02-26T20:25:09.000+0000,2018-10-11T04:28:53.000+0000,2018-10-11T04:28:53.000+0000,,Won't Fix,New Feature,Major,,,,,,,,,,,"There are some failure cases that can occur, which put the metadata tables in a corrupted state. Under these circumstances, it'd be useful to have a robust tool for automatically correcting these mistakes.

Historically, there have been relatively hidden options added to the CheckForMetadataProblems class, which is an admin utility that is not part of the public API, for performing some of these tasks. However, these tasks were not safe to use and never really explained to the user what they did, and were dropped in ACCUMULO-2291.

A good tool would have a variety of options to cover the different situations which need to be fixed and would include good documentation, describing the various repair options, explaining the risks to the user, and prompting them to confirm, perhaps with the root password.",Add robust tools to automatically fix common metadata problems,1,,,ctubbsii,True,,ctubbsii
